,Ticker,Basic EPS,date
205,FOXA,"['-', '2.11', '3.61', '1.62', '2.57']","['ttm', '6/30/2022', '6/30/2021', '6/30/2020', '6/30/2019']"
206,FOXF,"['-', '3.90', '2.25', '2.43', '2.22']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
207,FOXO,"['-', '-1.16', '-0.26']","['ttm', '12/31/2021', '12/31/2020']"
208,FPAY,"['-', '0.04', '-0.17', '-0.11', '-1.39']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
209,FPF,"['-', '3.80', '-0.15', '3.26']","['ttm', '10/31/2021', '10/31/2020', '10/31/2019']"
210,DDD,"['-', '2.62', '-1.27', '-0.61', '-0.41']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
211,FRPT,"['-', '-0.69', '-0.08', '-0.04', '-0.15']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
212,FRSH,"['-', '-21.73', '-0.59', '-2.47']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019']"
213,FRST,"['-', '1.28', '0.96', '1.38', '1.40']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
214,FRSX,"['-', '-0.23', '-0.24', '-0.50', '-0.56']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
215,FSK,"['-', '7.16', '-3.26', '1.88', '9.04']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
216,FSM,"['-', '0.24', '0.12', '0.15', '0.21']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
217,FSNB,"['-', '0.21']","['ttm', '12/31/2021']"
218,FSP,"['-', '0.87', '0.30', '0.06', '0.12']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
219,FSRCY,"['-', '10.21', '6.30', '5.63', '7.58']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
220,FSTR,"['-', '0.34', '0.72', '4.09', '-3.01']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
221,DKL,"['-', '3.79', '4.18', '2.61', '2.65']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
222,DKNG,"['-', '-3.78', '-2.76', '-0.78', '-0.41']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
223,FTDR,"['-', '1.51', '1.32', '1.81', '1.47']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
224,FTEK,"['-', '0.00', '-0.17', '-0.32', '-0.00']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
225,FTEV,"['-', '0.15']","['ttm', '12/31/2021']"
226,FTV,"['-', '1.64', '4.58', '1.99', '8.33']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
227,FTVI,"['-', '0.08']","['ttm', '12/31/2021']"
228,FUSN,"['-', '-1.90', '-3.62', '-0.87', '-0.62']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
229,FUTU,"['-', '18.72', '10.24', '1.36', '1.44']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
230,FUV,"['-', '-26.00', '-12.60', '-17.00', '-14.00']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
231,FYBR,"['-', '-', '-1.64', '-24.19']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019']"
232,FZT,"['-', '0.20']","['ttm', '12/31/2021']"
233,G,"['-', '1.97', '1.62', '1.60', '1.48']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
234,GABC,"['-', '3.17', '2.34', '2.29', '1.99']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
235,GACQ,"['-', '0.08']","['ttm', '12/31/2021']"
236,GAIA,"['-', '0.19', '0.03', '-1.00', '-1.96']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
237,GAIN,"['-', '3.08', '1.28', '-0.22', '2.49']","['ttm', '3/31/2022', '3/31/2021', '3/31/2020', '3/31/2019']"
238,GDYN,"['-', '-0.13', '-0.28', '0.21', '0.18']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
239,GEF,"['-', '6.36', '6.57', '1.83', '2.89']","['ttm', '10/31/2022', '10/31/2021', '10/31/2020', '10/31/2019']"
240,GFAI,"['-', '-0.31', '-0.18', '0.00']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019']"
241,GFS,"['-', '-0.50', '-2.53', '-2.58', '-5.08']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
242,GHM,"['-', '-0.83', '0.24', '0.19', '-0.03']","['ttm', '3/31/2022', '3/31/2021', '3/31/2020', '3/31/2019']"
243,GNTX,"['-', '1.51', '1.41', '1.67', '1.64']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
244,GNTY,"['-', '3.30', '2.25', '2.05', '1.62']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
245,GLDD,"['-', '0.75', '1.02', '0.78', '-0.10']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
246,GLDG,"['-', '0.67', '-0.08', '-0.05']","['ttm', '11/30/2021', '11/30/2020', '11/30/2019']"
247,GNUS,"['-', '-0.42', '-2.82', '-1.25', '-1.07']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
248,GOVX,"['-', '-3.04', '-2.14', '-784.98', '-256.00k']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
249,GPS,"['-', '0.68', '-1.78', '0.93', '2.61']","['ttm', '1/31/2022', '1/31/2021', '1/31/2020', '1/31/2019']"
250,GRIL,"['-', '-0.50', '-1.33', '-3.91', '-0.99']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
251,HILS,"['-', '-0.21', '-0.21', '-0.14']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019']"
252,GMGI,"['-', '0.02', '0.09']","['ttm', '1/31/2021', '7/31/2019']"
253,HT,"['-', '-1.65', '-4.93', '-0.74', '-0.38']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
254,HUIZ,"['-', '-2.20', '-0.40', '-0.49', '0.08']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
255,HUM,"['-', '22.79', '25.47', '20.20', '12.24']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
256,HUMA,"['-', '-0.66', '-0.65']","['ttm', '12/31/2021', '12/31/2020']"
257,HURC,"['-', '1.01', '-0.93', '2.57']","['ttm', '10/31/2021', '10/31/2020', '10/31/2019']"
258,HUSA,"['-', '-0.11', '-0.62', '-0.50', '-0.12']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
259,HVBC,"['-', '2.04', '2.84', '0.43']","['ttm', '12/31/2021', '12/31/2020', '6/30/2019']"
260,IBEX,"['-', '1.26', '0.16', '0.44', '0.62']","['ttm', '6/30/2022', '6/30/2021', '6/30/2020', '6/30/2019']"
261,AAU,"['-', '-0.02', '-0.03', '-0.03', '-0.03']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
262,IBN,"['-', '72.42', '54.52', '29.62', '13.22']","['ttm', '3/31/2022', '3/31/2021', '3/31/2020', '3/31/2019']"
263,IDRA,"['-', '1.97', '-3.33', '-2.96', '-2.25']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
264,IGR,"['-', '2.97', '-0.15', '1.91', '-0.84']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
265,IIF,"['-', '7.29', '1.84', '-0.15', '-7.87']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
266,III,"['-', '0.32', '0.06', '0.07', '0.13']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
267,IIII,"['-', '0.12']","['ttm', '12/31/2021']"
268,IIIN,"['-', '-', '3.44', '0.99', '0.29']","['ttm', '9/30/2022', '9/30/2021', '9/30/2020', '9/30/2019']"
269,IIIV,"['-', '-', '-0.21', '-0.03', '-0.29']","['ttm', '9/30/2022', '9/30/2021', '9/30/2020', '9/30/2019']"
270,IIM,"['-', '-0.08', '0.09', '2.17', '0.61']","['ttm', '2/28/2022', '2/28/2021', '2/29/2020', '2/28/2019']"
271,IINN,"['-', '-3.20', '-0.93', '-0.59']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019']"
272,IMRN,"['-', '-', '-1.52', '-0.66', '-1.28']","['ttm', '6/30/2022', '6/30/2021', '6/30/2020', '6/30/2019']"
273,IMRX,"['-', '-2.46', '-1.99', '-0.90']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019']"
274,IMTE,"['-', '-', '-2.33', '-4.63', '-5.93']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
275,IMTX,"['-', '-1.48', '-4.77', '-0.50', '-0.50']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
276,GPMT,"['-', '1.24', '-0.73', '1.32', '1.45']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
277,IMUX,"['-', '-3.93', '-2.81', '-4.52', '-39.20']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
278,IMV,"['-', '-4.90', '-4.55', '-4.21', '-3.67']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
279,INBX,"['-', '-2.15', '-3.01', '-1.67', '-1.08']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
280,INCR,"['-', '0.12', '-1.42', '-0.13', '-0.71']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
281,INGN,"['-', '-0.28', '-0.27', '0.96', '2.44']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
282,INGR,"['-', '1.74', '5.18', '6.17', '6.25']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
283,INLX,"['-', '0.48', '-0.91', '-5.76', '-6.50']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
284,INM,"['-', '-33.17', '-38.00', '-41.55', '-50.27']","['ttm', '6/30/2022', '6/30/2021', '6/30/2020', '6/30/2019']"
285,INMB,"['-', '-1.88', '-1.01', '-0.75', '-1.11']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
286,INMD,"['-', '2.03', '1.04', '1.04', '0.35']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
287,FCNCA,"['-', '53.88', '47.50', '41.05', '33.53']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
288,GEO,"['-', '0.59', '0.94', '1.40', '1.21']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
289,GPN,"['-', '3.30', '1.95', '2.17', '2.85']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
290,INTG,"['-', '-3.92', '4.68', '-1.64', '0.63']","['ttm', '6/30/2022', '6/30/2021', '6/30/2020', '6/30/2019']"
291,FDUS,"['-', '4.75', '1.28', '1.98', '2.02']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
292,FERG,"['-', '9.75', '6.75', '4.28', '4.81']","['ttm', '7/31/2022', '7/31/2021', '7/31/2020', '7/31/2019']"
293,IOSP,"['-', '3.78', '1.17', '4.58', '3.48']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
294,IOT,"['-', '-1.28', '-0.63', '-0.48']","['ttm', '1/31/2022', '1/31/2021', '1/31/2020']"
295,IOVA,"['-', '-2.23', '-1.88', '-1.59', '-1.27']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
296,IP,"['-', '4.50', '1.23', '3.10', '4.91']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
297,IPDN,"['-', '-0.20', '-0.39', '-0.59', '-3.29']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
298,IPG,"['-', '2.42', '0.90', '1.70', '1.61']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
299,IQI,"['-', '-0.09', '0.09', '1.68', '0.46']","['ttm', '2/28/2022', '2/28/2021', '2/29/2020', '2/28/2019']"
300,IQV,"['-', '5.05', '1.46', '0.98', '1.27']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
301,IR,"['-', '1.36', '-0.09', '0.78', '1.34']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
302,IRAA,"['-', '0.13']","['ttm', '12/31/2021']"
303,IRBT,"['-', '1.10', '5.23', '3.04', '3.18']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
304,IRDM,"['-', '-0.07', '-0.42', '-1.26', '-0.21']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
305,IREN,"['-', '-', '-0.02', '-0.04']","['ttm', '6/30/2022', '6/30/2021', '6/30/2020']"
306,IRIX,"['-', '-0.34', '-0.46', '-0.64', '-1.05']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
307,IRL,"['-', '4.58', '-0.34', '0.44']","['ttm', '10/31/2021', '10/31/2020', '10/31/2019']"
308,IRM,"['-', '1.56', '1.19', '0.93', '1.27']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
309,IRMD,"['-', '0.76', '0.11', '0.85', '0.59']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
310,ADT,"['-', '-0.41', '-0.82', '-0.57', '-0.81']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
311,GRPH,"['-', '-2.45', '-0.92', '-0.01']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019']"
312,JWEL,"['-', '-0.26', '0.14', '0.05', '0.07']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
313,KORE,"['-', '-1.03', '-0.49', '-0.33']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019']"
314,LEU,"['-', '10.03', '0.59', '-2.54', '-12.23']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
315,LGIH,"['-', '17.46', '12.89', '7.70', '6.89']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
316,FKWL,"['-', '-0.32', '1.56', '0.52', '-0.12']","['ttm', '6/30/2022', '6/30/2021', '6/30/2020', '6/30/2019']"
317,FLL,"['-', '0.36', '0.01', '-0.22', '-0.17']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
318,FLS,"['-', '0.97', '0.89', '1.94', '0.91']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
319,LH,"['-', '24.60', '15.99', '8.42', '8.71']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
320,LII,"['-', '12.47', '9.30', '10.49', '8.84']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
321,LILA,"['-', '-1.89', '-3.51', '-0.42', '-1.88']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
322,LILAK,"['-', '-1.89', '-3.51', '-0.42', '-1.88']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
323,LILM,"['-', '-1.44', '-0.66', '-0.22']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019']"
324,MF,"['-', '-', '-275.76', '-442.68', '-316.80']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
325,GSAT,"['-', '-0.06', '-0.07', '0.01', '-0.01']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
326,GSBC,"['-', '5.50', '4.22', '5.18', '4.75']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
327,GSBD,"['-', '1.89', '3.26', '0.90', '1.34']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
328,LTRN,"['-', '-1.13', '-1.37', '-0.39', '-0.28']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
329,LTRPA,"['-', '-2.55', '-5.17', '-0.29', '-0.86']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
330,LTRPB,"['-', '-2.55', '-5.17', '-0.29', '-0.86']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
331,LTRX,"['-', '-0.16', '-0.14', '-0.42', '-0.02']","['ttm', '6/30/2022', '6/30/2021', '6/30/2020', '6/30/2019']"
332,MIY,"['-', '-', '0.82', '0.77', '1.11']","['ttm', '7/31/2022', '7/31/2021', '7/31/2020', '7/31/2019']"
333,MKFG,"['-', '0.04', '-0.10']","['ttm', '12/31/2021', '12/31/2020']"
334,GSD,"['-', '-0.09']","['ttm', '12/31/2021']"
335,MNPR,"['-', '-0.73', '-0.58', '-0.45', '-0.31']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
336,FNV,"['-', '3.86', '1.72', '1.84', '0.75']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
337,FRGI,"['-', '0.40', '-0.40', '-3.18', '0.29']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
338,NOVN,"['-', '-1.74', '-3.00', '-11.70', '-4.90']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
339,NOVT,"['-', '1.42', '1.27', '1.16', '1.46']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
340,NVO,"['-', '20.79', '18.05', '16.41', '15.96']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
341,NYXH,"['-', '-1.16', '-0.68', '-0.35', '-0.43']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
342,ON,"['-', '2.37', '0.57', '0.52', '1.48']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
343,ONB,"['-', '1.68', '1.37', '1.39', '1.23']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
344,ONVO,"['-', '-1.32', '-2.44', '-2.80', '-4.60']","['ttm', '3/31/2022', '3/31/2021', '3/31/2020', '3/31/2019']"
345,AIH,"['-', '-26.67', '-10.83', '8.88', '0.49']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
346,PACK,"['-', '-0.04', '-0.32', '-0.52', '0.17']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
347,FSS,"['-', '1.65', '1.59', '1.80', '1.57']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
348,FTAA,"['-', '0.00']","['ttm', '12/31/2021']"
349,FTAI,"['-', '-1.43', '-1.22', '2.59', '0.07']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
350,MINM,"['-', '-0.09', '-0.15', '-0.18', '-0.00']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
351,PFDR,"['-', '0.22']","['ttm', '12/31/2021']"
352,PFHD,"['-', '1.61', '0.68', '0.40', '0.23']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
353,PFS,"['-', '2.20', '1.39', '1.74', '1.82']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
354,PFSI,"['-', '15.73', '21.91', '5.02', '2.62']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
355,GTPA,"['-', '-0.18']","['ttm', '12/31/2021']"
356,PFSW,"['-', '6.87', '-0.28', '-0.11', '0.06']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
357,AKTX,"['-', '-0.41', '-0.56', '-0.97', '-1.26']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
358,QTNT,"['-', '-1.23', '-1.18', '-1.44', '-1.92']","['ttm', '3/31/2022', '3/31/2021', '3/31/2020', '3/31/2019']"
359,RENT,"['-', '-8.51', '-3.03', '-2.45']","['ttm', '1/31/2022', '1/31/2021', '1/31/2020']"
360,RGT,"['-', '2.18', '2.58', '1.82', '-2.02']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
361,RUN,"['-', '-0.39', '-1.24', '0.23', '0.24']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
362,RYAN,"['-', '-0.07', '0.64', '0.60']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019']"
363,FULT,"['-', '1.63', '1.08', '1.39', '1.19']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
364,FUN,"['-', '-0.85', '-10.41', '3.04', '2.25']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
365,FUNC,"['-', '2.95', '2.04', '1.85', '1.51']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
366,SMBC,"['-', '5.22', '5.22', '3.00', '3.14']","['ttm', '6/30/2022', '6/30/2021', '6/30/2020', '6/30/2019']"
367,SSRM,"['-', '1.70', '0.88', '0.47', '0.05']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
368,STAB,"['-', '-2.90', '-0.47', '-0.13']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019']"
369,STAF,"['-', '3.30', '-158.40', '-54.00', '-94.20']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
370,STAR,"['-', '1.51', '-0.87', '4.51', '-0.95']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
371,STC,"['-', '12.02', '5.80', '3.32', '2.00']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
372,SURF,"['-', '-1.77', '1.67', '-1.97', '-0.33']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
373,TDOC,"['-', '-2.73', '-5.36', '-1.38', '-1.47']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
374,TOMZ,"['-', '-0.25', '0.27', '-0.16', '-0.24']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
375,AMG,"['-', '13.65', '4.34', '0.31', '4.55']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
376,URG,"['-', '-0.12', '-0.09', '-0.05', '0.03']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
377,USDP,"['-', '0.79', '-0.74', '0.25', '0.81']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
378,WMB,"['-', '1.25', '0.17', '0.70', '-0.13']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
379,XPOF,"['-', '-2.85', '-0.59', '-1.61', '-1.85']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
380,ANSS,"['-', '5.22', '5.05', '5.36', '4.99']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
381,AOD,"['-', '2.91', '-0.11', '0.91']","['ttm', '10/31/2021', '10/31/2020', '10/31/2019']"
382,YTEN,"['-', '-2.33', '-4.30', '-35.50', '-36.80']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
383,YTPG,"['-', '-0.03']","['ttm', '12/31/2021']"
384,YTRA,"['-', '-7.66', '-20.38', '-17.94', '-26.37']","['ttm', '3/31/2022', '3/31/2021', '3/31/2020', '3/31/2019']"
385,ZS,"['-', '-2.77', '-1.93', '-0.89', '-0.23']","['ttm', '7/31/2022', '7/31/2021', '7/31/2020', '7/31/2019']"
386,ZVSA,"['-', '-0.89', '-1.40']","['ttm', '12/31/2021', '12/31/2020']"
387,AAGIY,"['-', '2.48', '1.92', '2.21']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019']"
388,AAIC,"['-', '-0.38', '-2.00', '0.31', '-3.18']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
389,AAL,"['-', '-3.09', '-18.36', '3.80', '3.04']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
390,AAME,"['-', '0.19', '0.58', '-0.04', '-0.05']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
391,AAN,"['-', '3.33', '-7.85', '0.83', '1.50']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
392,AAOI,"['-', '-2.01', '-2.67', '-3.31', '-0.11']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
393,AAON,"['-', '1.12', '1.51', '1.03', '0.81']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
394,AAP,"['-', '9.62', '7.17', '6.87', '5.75']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
395,AAQC,"['-', '0.06']","['ttm', '12/31/2021']"
396,AAT,"['-', '0.47', '0.46', '0.84', '0.42']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
397,AATC,"['-', '0.43', '0.20', '1.33', '0.36']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
398,AAWW,"['-', '17.06', '13.64', '-11.35', '10.60']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
399,AB,"['-', '3.88', '2.88', '2.49', '2.50']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
400,ABB,"['-', '2.27', '2.44', '0.67', '1.02']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
401,ABBV,"['-', '6.53', '2.62', '5.33', '3.85']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
402,ABC,"['-', '-', '7.48', '-16.65', '4.07']","['ttm', '9/30/2022', '9/30/2021', '9/30/2020', '9/30/2019']"
403,ABCB,"['-', '5.43', '3.78', '2.76', '2.81']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
404,ABCL,"['-', '0.56', '0.53', '-0.01', '0.00']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
405,ABCM,"['-', '-', '-', '0.06', '0.22']","['ttm', '12/31/2021', '6/30/2021', '6/30/2020', '6/30/2019']"
406,ABEO,"['-', '-21.50', '-22.75', '-37.75', '-29.75']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
407,ABEV,"['-', '0.83', '0.75', '0.75', '0.70']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
408,ABG,"['-', '26.75', '13.25', '9.65', '8.36']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
409,ABGI,"['-', '-0.04']","['ttm', '12/31/2021']"
410,ABIO,"['-', '-1.39', '-2.07', '-4.15', '-10.26']","['ttm', '12/31/2021', '12/31/2020', '12/31/2019', '12/31/2018']"
411,ABM,"['-', '3.44', '1.87', '0.00', '1.91']","['ttm', '10/31/2022', '10/31/2021', '10/31/2020', '10/31/2019']"
